Date,Terminal,Product,TGP_Excluding_GST,GST,TGP_Including_GST
31/03/2026,Bell Bay,P98,238.42,23.84,262.26
31/03/2026,Bell Bay,DIS,294.60,29.46,324.06
31/03/2026,Bell Bay,PREDIS,296.41,29.64,326.06
31/03/2026,Broome,ULP,243.12,24.31,267.43
31/03/2026,Broome,E10,,,
31/03/2026,Broome,P95,257.12,25.71,282.83
31/03/2026,Broome,P98,,,
31/03/2026,Broome,DIS,293.07,29.31,322.37
1/04/2026,Hastings,ULP,184.91,18.49,203.40
1/04/2026,Hastings,E10,184.86,18.49,203.34
1/04/2026,Hastings,P95,203.57,20.36,223.92
1/04/2026,Hastings,P98,211.50,21.15,232.65
1/04/2026,Hastings,DIS,277.38,27.74,305.12
1/04/2026,Hastings,PREDIS,279.20,27.92,307.12
1/04/2026,Yarraville,ULP,191.22,19.12,210.34
1/04/2026,Yarraville,E10,186.57,18.66,205.22
1/04/2026,Yarraville,P95,205.24,20.52,225.76
1/04/2026,Yarraville,P98,211.99,21.20,233.19
1/04/2026,Yarraville,DIS,277.44,27.74,305.19
1/04/2026,Yarraville,PREDIS,279.26,27.93,307.19
1/04/2026,Sydney,ULP,184.19,18.42,202.60
1/04/2026,Sydney,E10,184.04,18.40,202.44
1/04/2026,Sydney,P95,204.18,20.42,224.59
1/04/2026,Sydney,P98,213.04,21.30,234.34
1/04/2026,Sydney,DIS,277.60,27.76,305.36
1/04/2026,Sydney,PREDIS,279.42,27.94,307.36
1/04/2026,Brisbane,ULP,187.78,18.78,206.55
1/04/2026,Brisbane,E10,187.41,18.74,206.15
1/04/2026,Brisbane,P95,202.24,20.22,222.46
1/04/2026,Brisbane,P98,216.04,21.60,237.64
1/04/2026,Brisbane,DIS,277.86,27.79,305.65
1/04/2026,Brisbane,PREDIS,279.68,27.97,307.65
1/04/2026,Brisbane,B5,281.51,28.15,309.66
1/04/2026,Gladstone,ULP,192.25,19.23,211.48
1/04/2026,Gladstone,E10,187.90,18.79,206.69
1/04/2026,Gladstone,P95,200.54,20.05,220.59
1/04/2026,Gladstone,P98,,,
1/04/2026,Gladstone,DIS,278.00,27.80,305.80
1/04/2026,Gladstone,PREDIS,279.82,27.98,307.80
1/04/2026,Mackay,ULP,192.31,19.23,211.54
1/04/2026,Mackay,E10,190.49,19.05,209.54
1/04/2026,Mackay,P95,202.06,20.21,222.26
1/04/2026,Mackay,P98,204.98,20.50,225.48
1/04/2026,Mackay,DIS,279.03,27.90,306.93
1/04/2026,Mackay,PREDIS,280.85,28.08,308.93
1/04/2026,Townsville,ULP,192.26,19.23,211.48
1/04/2026,Townsville,E10,193.26,19.33,212.58
1/04/2026,Townsville,P95,210.39,21.04,231.43
1/04/2026,Townsville,P98,227.70,22.77,250.47
1/04/2026,Townsville,DIS,280.92,28.09,309.02
1/04/2026,Townsville,PREDIS,282.74,28.27,311.02
1/04/2026,Cairns,ULP,191.01,19.10,210.11
1/04/2026,Cairns,E10,197.41,19.74,217.15
1/04/2026,Cairns,P95,206.29,20.63,226.91
1/04/2026,Cairns,P98,,,
1/04/2026,Cairns,DIS,278.93,27.89,306.83
1/04/2026,Cairns,PREDIS,280.75,28.08,308.83
1/04/2026,Port Alma,DIS,278.00,27.80,305.80
1/04/2026,Adelaide,ULP,183.00,18.30,201.30
1/04/2026,Adelaide,E10,181.00,18.10,199.10
1/04/2026,Adelaide,P95,198.24,19.82,218.06
1/04/2026,Adelaide,P98,212.54,21.25,233.79
1/04/2026,Adelaide,DIS,273.93,27.39,301.32
1/04/2026,Adelaide,PREDIS,275.75,27.57,303.32
1/04/2026,Perth,ULP,185.42,18.54,203.97
1/04/2026,Perth,E10,,,
1/04/2026,Perth,P95,202.29,20.23,222.52
1/04/2026,Perth,P98,216.98,21.70,238.67
1/04/2026,Perth,DIS,274.93,27.49,302.42
1/04/2026,Perth,PREDIS,276.75,27.67,304.42
1/04/2026,Darwin,ULP,189.86,18.99,208.85
1/04/2026,Darwin,E10,,,
1/04/2026,Darwin,P95,206.53,20.65,227.18
1/04/2026,Darwin,P98,,,
1/04/2026,Darwin,DIS,277.93,27.79,305.73
1/04/2026,Darwin,PREDIS,279.75,27.98,307.73
1/04/2026,Bell Bay,ULP,190.74,19.07,209.82
1/04/2026,Bell Bay,E10,190.90,19.09,209.99
1/04/2026,Bell Bay,P95,203.91,20.39,224.30
1/04/2026,Bell Bay,P98,208.19,20.82,229.01
1/04/2026,Bell Bay,DIS,281.91,28.19,310.10
1/04/2026,Bell Bay,PREDIS,283.73,28.37,312.10
1/04/2026,Broome,ULP,216.50,21.65,238.14
1/04/2026,Broome,E10,,,
1/04/2026,Broome,P95,232.48,23.25,255.72
1/04/2026,Broome,P98,,,
1/04/2026,Broome,DIS,285.28,28.53,313.81
2/04/2026,Hastings,ULP,185.30,18.53,203.83
2/04/2026,Hastings,E10,185.24,18.52,203.76
2/04/2026,Hastings,P95,202.48,20.25,222.73
2/04/2026,Hastings,P98,209.94,20.99,230.93
2/04/2026,Hastings,DIS,273.56,27.36,300.92
2/04/2026,Hastings,PREDIS,275.38,27.54,302.92
2/04/2026,Yarraville,ULP,189.68,18.97,208.65
2/04/2026,Yarraville,E10,185.17,18.52,203.69
2/04/2026,Yarraville,P95,203.61,20.36,223.97
2/04/2026,Yarraville,P98,210.39,21.04,231.43
2/04/2026,Yarraville,DIS,280.74,28.07,308.82
2/04/2026,Yarraville,PREDIS,282.56,28.26,310.82
2/04/2026,Sydney,ULP,184.57,18.46,203.03
2/04/2026,Sydney,E10,184.42,18.44,202.86
2/04/2026,Sydney,P95,203.09,20.31,223.40
2/04/2026,Sydney,P98,211.47,21.15,232.62
2/04/2026,Sydney,DIS,273.77,27.38,301.15
2/04/2026,Sydney,PREDIS,275.59,27.56,303.15
2/04/2026,Brisbane,ULP,187.04,18.70,205.75
2/04/2026,Brisbane,E10,186.67,18.67,205.34
2/04/2026,Brisbane,P95,200.79,20.08,220.87
2/04/2026,Brisbane,P98,214.48,21.45,235.93
2/04/2026,Brisbane,DIS,281.22,28.12,309.34
2/04/2026,Brisbane,PREDIS,283.04,28.30,311.34
2/04/2026,Brisbane,B5,284.87,28.49,313.36
2/04/2026,Gladstone,ULP,191.51,19.15,210.66
2/04/2026,Gladstone,E10,187.23,18.72,205.96
2/04/2026,Gladstone,P95,199.08,19.91,218.99
2/04/2026,Gladstone,P98,,,
2/04/2026,Gladstone,DIS,281.32,28.13,309.45
2/04/2026,Gladstone,PREDIS,283.14,28.31,311.45
2/04/2026,Mackay,ULP,191.55,19.16,210.71
2/04/2026,Mackay,E10,189.82,18.98,208.80
2/04/2026,Mackay,P95,200.46,20.05,220.50
2/04/2026,Mackay,P98,203.39,20.34,223.73
2/04/2026,Mackay,DIS,275.17,27.52,302.69
2/04/2026,Mackay,PREDIS,276.99,27.70,304.69
2/04/2026,Townsville,ULP,191.50,19.15,210.65
2/04/2026,Townsville,E10,192.50,19.25,211.75
2/04/2026,Townsville,P95,208.79,20.88,229.67
2/04/2026,Townsville,P98,226.11,22.61,248.72
2/04/2026,Townsville,DIS,284.25,28.42,312.67
2/04/2026,Townsville,PREDIS,286.06,28.61,314.67
2/04/2026,Cairns,ULP,190.24,19.02,209.27
2/04/2026,Cairns,E10,195.91,19.59,215.50
2/04/2026,Cairns,P95,204.80,20.48,225.28
2/04/2026,Cairns,P98,,,
2/04/2026,Cairns,DIS,282.25,28.23,310.48
2/04/2026,Cairns,PREDIS,284.07,28.41,312.48
2/04/2026,Port Alma,DIS,281.32,28.13,309.45
2/04/2026,Adelaide,ULP,182.22,18.22,200.44
2/04/2026,Adelaide,E10,180.22,18.02,198.24
2/04/2026,Adelaide,P95,196.75,19.68,216.43
2/04/2026,Adelaide,P98,210.94,21.09,232.03
2/04/2026,Adelaide,DIS,277.22,27.72,304.94
2/04/2026,Adelaide,PREDIS,279.04,27.90,306.94
2/04/2026,Perth,ULP,184.65,18.46,203.11
2/04/2026,Perth,E10,,,
2/04/2026,Perth,P95,200.80,20.08,220.88
2/04/2026,Perth,P98,215.38,21.54,236.92
2/04/2026,Perth,DIS,278.19,27.82,306.01
2/04/2026,Perth,PREDIS,280.00,28.00,308.01
2/04/2026,Darwin,ULP,189.05,18.90,207.95
2/04/2026,Darwin,E10,,,
2/04/2026,Darwin,P95,204.88,20.49,225.37
2/04/2026,Darwin,P98,,,
2/04/2026,Darwin,DIS,281.20,28.12,309.32
2/04/2026,Darwin,PREDIS,283.02,28.30,311.32
2/04/2026,Bell Bay,ULP,190.03,19.00,209.03
2/04/2026,Bell Bay,E10,190.19,19.02,209.21
2/04/2026,Bell Bay,P95,202.40,20.24,222.64
2/04/2026,Bell Bay,P98,206.65,20.67,227.32
2/04/2026,Bell Bay,DIS,285.30,28.53,313.83
2/04/2026,Bell Bay,PREDIS,287.12,28.71,315.83
2/04/2026,Broome,ULP,216.37,21.64,238.01
2/04/2026,Broome,E10,,,
2/04/2026,Broome,P95,231.64,23.16,254.80
2/04/2026,Broome,P98,,,
2/04/2026,Broome,DIS,288.70,28.87,317.57
03/04 to 07/04/26,Hastings,ULP,182.89,18.29,201.17
03/04 to 07/04/26,Hastings,E10,182.85,18.28,201.13
03/04 to 07/04/26,Hastings,P95,199.22,19.92,219.15
03/04 to 07/04/26,Hastings,P98,206.63,20.66,227.30
03/04 to 07/04/26,Hastings,DIS,274.50,27.45,301.95
03/04 to 07/04/26,Hastings,PREDIS,276.32,27.63,303.95
03/04 to 07/04/26,Yarraville,ULP,186.48,18.65,205.12
03/04 to 07/04/26,Yarraville,E10,182.27,18.23,200.50
03/04 to 07/04/26,Yarraville,P95,200.29,20.03,220.32
03/04 to 07/04/26,Yarraville,P98,207.08,20.71,227.79
03/04 to 07/04/26,Yarraville,DIS,281.69,28.17,309.85
03/04 to 07/04/26,Yarraville,PREDIS,283.50,28.35,311.85
03/04 to 07/04/26,Sydney,ULP,182.16,18.22,200.38
03/04 to 07/04/26,Sydney,E10,182.03,18.20,200.24
03/04 to 07/04/26,Sydney,P95,199.83,19.98,219.82
03/04 to 07/04/26,Sydney,P98,208.17,20.82,228.98
03/04 to 07/04/26,Sydney,DIS,274.71,27.47,302.19
03/04 to 07/04/26,Sydney,PREDIS,276.53,27.65,304.19
03/04 to 07/04/26,Brisbane,ULP,184.71,18.47,203.18
03/04 to 07/04/26,Brisbane,E10,184.34,18.43,202.77
03/04 to 07/04/26,Brisbane,P95,197.69,19.77,217.46
03/04 to 07/04/26,Brisbane,P98,211.26,21.13,232.38
03/04 to 07/04/26,Brisbane,DIS,282.26,28.23,310.49
03/04 to 07/04/26,Brisbane,PREDIS,284.08,28.41,312.49
03/04 to 07/04/26,Brisbane,B5,285.91,28.59,314.50
03/04 to 07/04/26,Gladstone,ULP,189.10,18.91,208.01
03/04 to 07/04/26,Gladstone,E10,185.06,18.51,203.57
03/04 to 07/04/26,Gladstone,P95,195.90,19.59,215.49
03/04 to 07/04/26,Gladstone,P98,,,
03/04 to 07/04/26,Gladstone,DIS,282.27,28.23,310.49
03/04 to 07/04/26,Gladstone,PREDIS,284.09,28.41,312.49
03/04 to 07/04/26,Mackay,ULP,189.14,18.91,208.05
03/04 to 07/04/26,Mackay,E10,187.65,18.76,206.41
03/04 to 07/04/26,Mackay,P95,197.14,19.71,216.86
03/04 to 07/04/26,Mackay,P98,200.08,20.01,220.09
03/04 to 07/04/26,Mackay,DIS,276.10,27.61,303.71
03/04 to 07/04/26,Mackay,PREDIS,277.92,27.79,305.71
03/04 to 07/04/26,Townsville,ULP,189.09,18.91,208.00
03/04 to 07/04/26,Townsville,E10,190.09,19.01,209.10
03/04 to 07/04/26,Townsville,P95,205.48,20.55,226.03
03/04 to 07/04/26,Townsville,P98,222.80,22.28,245.08
03/04 to 07/04/26,Townsville,DIS,285.19,28.52,313.71
03/04 to 07/04/26,Townsville,PREDIS,287.01,28.70,315.71
03/04 to 07/04/26,Cairns,ULP,187.83,18.78,206.61
03/04 to 07/04/26,Cairns,E10,192.75,19.27,212.02
03/04 to 07/04/26,Cairns,P95,201.62,20.16,221.78
03/04 to 07/04/26,Cairns,P98,,,
03/04 to 07/04/26,Cairns,DIS,283.20,28.32,311.52
03/04 to 07/04/26,Cairns,PREDIS,285.02,28.50,313.52
03/04 to 07/04/26,Port Alma,DIS,282.27,28.23,310.49
03/04 to 07/04/26,Adelaide,ULP,179.80,17.98,197.77
03/04 to 07/04/26,Adelaide,E10,177.82,17.78,195.61
03/04 to 07/04/26,Adelaide,P95,193.57,19.36,212.92
03/04 to 07/04/26,Adelaide,P98,207.63,20.76,228.39
03/04 to 07/04/26,Adelaide,DIS,278.16,27.82,305.98
03/04 to 07/04/26,Adelaide,PREDIS,279.98,28.00,307.98
03/04 to 07/04/26,Perth,ULP,182.23,18.22,200.45
03/04 to 07/04/26,Perth,E10,,,
03/04 to 07/04/26,Perth,P95,197.62,19.76,217.38
03/04 to 07/04/26,Perth,P98,212.07,21.21,233.28
03/04 to 07/04/26,Perth,DIS,279.12,27.91,307.03
03/04 to 07/04/26,Perth,PREDIS,280.94,28.09,309.03
03/04 to 07/04/26,Darwin,ULP,186.62,18.66,205.28
03/04 to 07/04/26,Darwin,E10,,,
03/04 to 07/04/26,Darwin,P95,201.56,20.16,221.72
03/04 to 07/04/26,Darwin,P98,,,
03/04 to 07/04/26,Darwin,DIS,282.14,28.21,310.35
03/04 to 07/04/26,Darwin,PREDIS,283.96,28.40,312.35
03/04 to 07/04/26,Bell Bay,ULP,187.62,18.76,206.38
03/04 to 07/04/26,Bell Bay,E10,187.81,18.78,206.59
03/04 to 07/04/26,Bell Bay,P95,199.15,19.92,219.07
03/04 to 07/04/26,Bell Bay,P98,203.36,20.34,223.69
03/04 to 07/04/26,Bell Bay,DIS,286.26,28.63,314.89
03/04 to 07/04/26,Bell Bay,PREDIS,288.08,28.81,316.89
03/04 to 07/04/26,Broome,ULP,214.11,21.41,235.52
03/04 to 07/04/26,Broome,E10,,,
03/04 to 07/04/26,Broome,P95,228.61,22.86,251.47
03/04 to 07/04/26,Broome,P98,,,
03/04 to 07/04/26,Broome,DIS,289.67,28.97,318.64
8/04/2026,Hastings,ULP,179.27,17.93,197.19
8/04/2026,Hastings,E10,179.25,17.92,197.17
8/04/2026,Hastings,P95,196.70,19.67,216.37
8/04/2026,Hastings,P98,204.21,20.42,224.63
8/04/2026,Hastings,DIS,287.53,28.75,316.28
8/04/2026,Hastings,PREDIS,289.35,28.93,318.28
8/04/2026,Yarraville,ULP,183.78,18.38,202.16
8/04/2026,Yarraville,E10,179.66,17.97,197.63
8/04/2026,Yarraville,P95,197.84,19.78,217.63
8/04/2026,Yarraville,P98,204.64,20.46,225.11
8/04/2026,Yarraville,DIS,294.72,29.47,324.19
8/04/2026,Yarraville,PREDIS,296.53,29.65,326.19
8/04/2026,Sydney,ULP,178.54,17.85,196.39
8/04/2026,Sydney,E10,178.43,17.84,196.28
8/04/2026,Sydney,P95,197.31,19.73,217.04
8/04/2026,Sydney,P98,205.74,20.57,226.31
8/04/2026,Sydney,DIS,287.74,28.77,316.52
8/04/2026,Sydney,PREDIS,289.56,28.96,318.52
8/04/2026,Brisbane,ULP,181.48,18.15,199.63
8/04/2026,Brisbane,E10,181.50,18.15,199.65
8/04/2026,Brisbane,P95,195.42,19.54,214.96
8/04/2026,Brisbane,P98,209.23,20.92,230.15
8/04/2026,Brisbane,DIS,295.74,29.57,325.32
8/04/2026,Brisbane,PREDIS,297.56,29.76,327.32
8/04/2026,Brisbane,B5,299.39,29.94,329.33
8/04/2026,Gladstone,ULP,185.48,18.55,204.03
8/04/2026,Gladstone,E10,181.63,18.16,199.79
8/04/2026,Gladstone,P95,193.24,19.32,212.56
8/04/2026,Gladstone,P98,,,
8/04/2026,Gladstone,DIS,295.30,29.53,324.83
8/04/2026,Gladstone,PREDIS,297.12,29.71,326.83
8/04/2026,Mackay,ULP,185.51,18.55,204.07
8/04/2026,Mackay,E10,184.21,18.42,202.63
8/04/2026,Mackay,P95,194.70,19.47,214.17
8/04/2026,Mackay,P98,197.65,19.77,217.42
8/04/2026,Mackay,DIS,289.12,28.91,318.04
8/04/2026,Mackay,PREDIS,290.94,29.09,320.04
8/04/2026,Townsville,ULP,185.46,18.55,204.01
8/04/2026,Townsville,E10,186.46,18.65,205.11
8/04/2026,Townsville,P95,203.04,20.30,223.35
8/04/2026,Townsville,P98,220.37,22.04,242.41
8/04/2026,Townsville,DIS,298.23,29.82,328.05
8/04/2026,Townsville,PREDIS,300.05,30.00,330.05
8/04/2026,Cairns,ULP,184.20,18.42,202.62
8/04/2026,Cairns,E10,190.07,19.01,209.08
8/04/2026,Cairns,P95,198.95,19.89,218.84
8/04/2026,Cairns,P98,,,
8/04/2026,Cairns,DIS,296.23,29.62,325.86
8/04/2026,Cairns,PREDIS,298.05,29.81,327.86
8/04/2026,Port Alma,DIS,295.30,29.53,324.83
8/04/2026,Adelaide,ULP,176.16,17.62,193.78
8/04/2026,Adelaide,E10,174.60,17.46,192.06
8/04/2026,Adelaide,P95,190.89,19.09,209.98
8/04/2026,Adelaide,P98,205.20,20.52,225.72
8/04/2026,Adelaide,DIS,291.19,29.12,320.31
8/04/2026,Adelaide,PREDIS,293.01,29.30,322.31
8/04/2026,Perth,ULP,178.60,17.86,196.46
8/04/2026,Perth,E10,,,
8/04/2026,Perth,P95,194.94,19.49,214.44
8/04/2026,Perth,P98,209.64,20.96,230.60
8/04/2026,Perth,DIS,292.14,29.21,321.35
8/04/2026,Perth,PREDIS,293.95,29.40,323.35
8/04/2026,Darwin,ULP,182.98,18.30,201.28
8/04/2026,Darwin,E10,,,
8/04/2026,Darwin,P95,199.11,19.91,219.02
8/04/2026,Darwin,P98,,,
8/04/2026,Darwin,DIS,295.16,29.52,324.67
8/04/2026,Darwin,PREDIS,296.98,29.70,326.67
8/04/2026,Bell Bay,ULP,184.01,18.40,202.41
8/04/2026,Bell Bay,E10,184.22,18.42,202.64
8/04/2026,Bell Bay,P95,196.63,19.66,216.30
8/04/2026,Bell Bay,P98,200.94,20.09,221.03
8/04/2026,Bell Bay,DIS,299.31,29.93,329.25
8/04/2026,Bell Bay,PREDIS,301.13,30.11,331.25
8/04/2026,Broome,ULP,210.67,21.07,231.73
8/04/2026,Broome,E10,,,
8/04/2026,Broome,P95,226.12,22.61,248.74
8/04/2026,Broome,P98,,,
8/04/2026,Broome,DIS,302.74,30.27,333.01
9/04/2026,Hastings,ULP,180.97,18.10,199.07
9/04/2026,Hastings,E10,180.94,18.09,199.03
9/04/2026,Hastings,P95,199.09,19.91,219.00
9/04/2026,Hastings,P98,206.66,20.67,227.33
9/04/2026,Hastings,DIS,293.09,29.31,322.40
9/04/2026,Hastings,PREDIS,294.91,29.49,324.40
9/04/2026,Yarraville,ULP,186.06,18.61,204.67
9/04/2026,Yarraville,E10,181.73,18.17,199.90
9/04/2026,Yarraville,P95,200.28,20.03,220.31
9/04/2026,Yarraville,P98,207.09,20.71,227.80
9/04/2026,Yarraville,DIS,300.27,30.03,330.30
9/04/2026,Yarraville,PREDIS,302.09,30.21,332.30
9/04/2026,Sydney,ULP,180.25,18.02,198.27
9/04/2026,Sydney,E10,180.12,18.01,198.13
9/04/2026,Sydney,P95,199.70,19.97,219.67
9/04/2026,Sydney,P98,208.20,20.82,229.02
9/04/2026,Sydney,DIS,293.31,29.33,322.64
9/04/2026,Sydney,PREDIS,295.13,29.51,324.64
9/04/2026,Brisbane,ULP,183.33,18.33,201.66
9/04/2026,Brisbane,E10,183.35,18.33,201.68
9/04/2026,Brisbane,P95,197.87,19.79,217.66
9/04/2026,Brisbane,P98,211.82,21.18,233.01
9/04/2026,Brisbane,DIS,301.47,30.15,331.62
9/04/2026,Brisbane,PREDIS,303.29,30.33,333.62
9/04/2026,Brisbane,B5,305.12,30.51,335.63
9/04/2026,Gladstone,ULP,187.18,18.72,205.90
9/04/2026,Gladstone,E10,183.16,18.32,201.48
9/04/2026,Gladstone,P95,195.55,19.55,215.10
9/04/2026,Gladstone,P98,,,
9/04/2026,Gladstone,DIS,300.86,30.09,330.95
9/04/2026,Gladstone,PREDIS,302.68,30.27,332.95
9/04/2026,Mackay,ULP,187.22,18.72,205.94
9/04/2026,Mackay,E10,185.74,18.57,204.32
9/04/2026,Mackay,P95,197.15,19.71,216.86
9/04/2026,Mackay,P98,200.10,20.01,220.11
9/04/2026,Mackay,DIS,294.67,29.47,324.14
9/04/2026,Mackay,PREDIS,296.49,29.65,326.14
9/04/2026,Townsville,ULP,187.16,18.72,205.88
9/04/2026,Townsville,E10,188.16,18.82,206.98
9/04/2026,Townsville,P95,205.49,20.55,226.04
9/04/2026,Townsville,P98,222.82,22.28,245.10
9/04/2026,Townsville,DIS,303.79,30.38,334.17
9/04/2026,Townsville,PREDIS,305.61,30.56,336.17
9/04/2026,Cairns,ULP,185.90,18.59,204.49
9/04/2026,Cairns,E10,192.34,19.23,211.57
9/04/2026,Cairns,P95,201.25,20.12,221.37
9/04/2026,Cairns,P98,,,
9/04/2026,Cairns,DIS,301.80,30.18,331.98
9/04/2026,Cairns,PREDIS,303.61,30.36,333.98
9/04/2026,Port Alma,DIS,300.86,30.09,330.95
9/04/2026,Adelaide,ULP,177.85,17.79,195.64
9/04/2026,Adelaide,E10,176.27,17.63,193.90
9/04/2026,Adelaide,P95,193.19,19.32,212.51
9/04/2026,Adelaide,P98,207.64,20.76,228.41
9/04/2026,Adelaide,DIS,296.74,29.67,326.42
9/04/2026,Adelaide,PREDIS,298.56,29.86,328.42
9/04/2026,Perth,ULP,180.30,18.03,198.33
9/04/2026,Perth,E10,,,
9/04/2026,Perth,P95,197.24,19.72,216.97
9/04/2026,Perth,P98,212.08,21.21,233.29
9/04/2026,Perth,DIS,297.68,29.77,327.44
9/04/2026,Perth,PREDIS,299.49,29.95,329.44
9/04/2026,Darwin,ULP,184.66,18.47,203.13
9/04/2026,Darwin,E10,,,
9/04/2026,Darwin,P95,201.54,20.15,221.70
9/04/2026,Darwin,P98,,,
9/04/2026,Darwin,DIS,300.70,30.07,330.77
9/04/2026,Darwin,PREDIS,302.52,30.25,332.77
9/04/2026,Bell Bay,ULP,185.72,18.57,204.30
9/04/2026,Bell Bay,E10,185.92,18.59,204.51
9/04/2026,Bell Bay,P95,199.04,19.90,218.94
9/04/2026,Bell Bay,P98,203.41,20.34,223.75
9/04/2026,Bell Bay,DIS,304.90,30.49,335.39
9/04/2026,Bell Bay,PREDIS,306.72,30.67,337.39
9/04/2026,Broome,ULP,212.60,21.26,233.87
9/04/2026,Broome,E10,,,
9/04/2026,Broome,P95,228.67,22.87,251.53
9/04/2026,Broome,P98,,,
9/04/2026,Broome,DIS,308.34,30.83,339.17
10/04/2026,Hastings,ULP,179.17,17.92,197.09
10/04/2026,Hastings,E10,179.15,17.92,197.07
10/04/2026,Hastings,P95,197.53,19.75,217.28
10/04/2026,Hastings,P98,205.12,20.51,225.63
10/04/2026,Hastings,DIS,287.30,28.73,316.03
10/04/2026,Hastings,PREDIS,289.12,28.91,318.03
10/04/2026,Yarraville,ULP,184.48,18.45,202.92
10/04/2026,Yarraville,E10,180.29,18.03,198.32
10/04/2026,Yarraville,P95,198.74,19.87,218.61
10/04/2026,Yarraville,P98,205.53,20.55,226.09
10/04/2026,Yarraville,DIS,294.45,29.45,323.90
10/04/2026,Yarraville,PREDIS,296.27,29.63,325.90
10/04/2026,Sydney,ULP,178.44,17.84,196.29
10/04/2026,Sydney,E10,178.34,17.83,196.17
10/04/2026,Sydney,P95,198.14,19.81,217.95
10/04/2026,Sydney,P98,206.65,20.67,227.32
10/04/2026,Sydney,DIS,287.51,28.75,316.26
10/04/2026,Sydney,PREDIS,289.33,28.93,318.26
10/04/2026,Brisbane,ULP,181.65,18.17,199.82
10/04/2026,Brisbane,E10,181.67,18.17,199.84
10/04/2026,Brisbane,P95,196.40,19.64,216.04
10/04/2026,Brisbane,P98,210.40,21.04,231.44
10/04/2026,Brisbane,DIS,295.80,29.58,325.38
10/04/2026,Brisbane,PREDIS,297.62,29.76,327.38
10/04/2026,Brisbane,B5,299.45,29.95,329.40
10/04/2026,Gladstone,ULP,185.38,18.54,203.92
10/04/2026,Gladstone,E10,181.54,18.15,199.69
10/04/2026,Gladstone,P95,193.94,19.39,213.34
10/04/2026,Gladstone,P98,,,
10/04/2026,Gladstone,DIS,295.05,29.50,324.55
10/04/2026,Gladstone,PREDIS,296.86,29.69,326.55
10/04/2026,Mackay,ULP,185.41,18.54,203.95
10/04/2026,Mackay,E10,184.11,18.41,202.53
10/04/2026,Mackay,P95,195.61,19.56,215.17
10/04/2026,Mackay,P98,198.56,19.86,218.42
10/04/2026,Mackay,DIS,288.87,28.89,317.76
10/04/2026,Mackay,PREDIS,290.69,29.07,319.76
10/04/2026,Townsville,ULP,185.36,18.54,203.90
10/04/2026,Townsville,E10,186.36,18.64,205.00
10/04/2026,Townsville,P95,203.95,20.40,224.35
10/04/2026,Townsville,P98,221.28,22.13,243.40
10/04/2026,Townsville,DIS,297.98,29.80,327.77
10/04/2026,Townsville,PREDIS,299.80,29.98,329.77
10/04/2026,Cairns,ULP,184.09,18.41,202.50
10/04/2026,Cairns,E10,190.77,19.08,209.84
10/04/2026,Cairns,P95,199.64,19.96,219.61
10/04/2026,Cairns,P98,,,
10/04/2026,Cairns,DIS,295.98,29.60,325.58
10/04/2026,Cairns,PREDIS,297.80,29.78,327.58
10/04/2026,Port Alma,DIS,295.05,29.50,324.55
10/04/2026,Adelaide,ULP,176.04,17.60,193.65
10/04/2026,Adelaide,E10,174.48,17.45,191.93
10/04/2026,Adelaide,P95,191.58,19.16,210.74
10/04/2026,Adelaide,P98,206.09,20.61,226.70
10/04/2026,Adelaide,DIS,290.92,29.09,320.02
10/04/2026,Adelaide,PREDIS,292.74,29.27,322.02
10/04/2026,Perth,ULP,178.49,17.85,196.34
10/04/2026,Perth,E10,,,
10/04/2026,Perth,P95,195.64,19.56,215.20
10/04/2026,Perth,P98,210.53,21.05,231.58
10/04/2026,Perth,DIS,291.85,29.19,321.04
10/04/2026,Perth,PREDIS,293.67,29.37,323.04
10/04/2026,Darwin,ULP,182.85,18.28,201.13
10/04/2026,Darwin,E10,,,
10/04/2026,Darwin,P95,199.99,20.00,219.98
10/04/2026,Darwin,P98,,,
10/04/2026,Darwin,DIS,294.87,29.49,324.36
10/04/2026,Darwin,PREDIS,296.69,29.67,326.36
10/04/2026,Bell Bay,ULP,183.93,18.39,202.32
10/04/2026,Bell Bay,E10,184.14,18.41,202.55
10/04/2026,Bell Bay,P95,197.48,19.75,217.23
10/04/2026,Bell Bay,P98,201.87,20.19,222.05
10/04/2026,Bell Bay,DIS,299.09,29.91,329.00
10/04/2026,Bell Bay,PREDIS,300.91,30.09,331.00
10/04/2026,Broome,ULP,210.88,21.09,231.97
10/04/2026,Broome,E10,,,
10/04/2026,Broome,P95,227.14,22.71,249.86
10/04/2026,Broome,P98,,,
10/04/2026,Broome,DIS,302.54,30.25,332.79
11/04/2026,Hastings,ULP,177.64,17.76,195.40
11/04/2026,Hastings,E10,177.63,17.76,195.40
11/04/2026,Hastings,P95,195.48,19.55,215.03
11/04/2026,Hastings,P98,203.02,20.30,223.32
11/04/2026,Hastings,DIS,281.24,28.12,309.36
11/04/2026,Hastings,PREDIS,283.05,28.31,311.36
11/04/2026,Yarraville,ULP,182.50,18.25,200.75
11/04/2026,Yarraville,E10,178.50,17.85,196.35
11/04/2026,Yarraville,P95,196.64,19.66,216.31
11/04/2026,Yarraville,P98,203.42,20.34,223.77
11/04/2026,Yarraville,DIS,288.36,28.84,317.20
11/04/2026,Yarraville,PREDIS,290.18,29.02,319.20
11/04/2026,Sydney,ULP,176.91,17.69,194.60
11/04/2026,Sydney,E10,176.82,17.68,194.50
